article_name,article_quality,country,revision_id,population
Benjamín Rausseo,Start,Venezuela,801463273,31.8
Bernard Chenot,Stub,France,801463627,65.1
Elliott Belgrave,Start,Barbados,801465696,0.3
Louisa Hanoune,C,Algeria,801466524,42.7
Bola Ige,C,Nigeria,801466555,195.9
Wu Zixu,C,China,801467011,"1,393.8"
Ahmad Salek,Stub,Iran,801467345,81.6
Britain's Everyday Heroes,Stub,United Kingdom,801468393,66.4
Bruce Conde,Start,Yemen,801469104,28.9
Sharif Ghalib,B,Afghanistan,801469201,36.5
Čedomir Marjanović,Stub,Serbia,801470645,7
Dom Mintoff,C,Malta,801472553,0.5
Charles Henri Baker,C,Haiti,801473116,10.8
Juan José Estrada,Start,Nicaragua,801473282,6.3
Chen Xitong,Start,China,801473937,"1,393.8"
Chokri Belaid,C,Tunisia,801474595,11.6
Li Jinhua,Start,China,801475340,"1,393.8"
Petras Griškevičius,Start,Lithuania,801475551,2.8
Clive Lord,Start,United Kingdom,801476740,66.4
Elman Rustamov,Start,Azerbaijan,801477343,9.9
Elmaz Boçe,Stub,Albania,801477757,2.9
List of the first LGBT holders of political offices in Canada,B,Canada,801478113,37.2
Robert Adley,Start,United Kingdom,801479483,66.4
Sean Oppenheimer,Start,Nauru,801480627,0.01
Turdakun Usubalijev,Stub,Kyrgyzstan,801481374,6.1
Azeb Mesfin,Start,Ethiopia,801481479,107.5
Cyrus Habib,C,United States,801482128,328
Elmira Gafarova,C,Azerbaijan,801482692,9.9
Roderick Paulate,C,Philippines,801483899,107
Shayne Mallard,Start,Australia,801484432,24.1
Hassan Khalilabadi,Stub,Iran,801485089,81.6
Apostolic Nuncio to Haiti,Stub,Haiti,801487455,10.8
Charity Ngilu,C,Kenya,801487665,51
Elphas Mukonoweshuro,Stub,Zimbabwe,801488585,14
Danboyi Usman,Stub,Nigeria,801488633,195.9
Feng Yu,B,China,801488785,"1,393.8"
Elsa Alvarez,Stub,Cuba,801489821,11.1
Dany Chamoun,C,Lebanon,801490587,6.1
Julio César Turbay Ayala,C,Colombia,801490855,49.8
Carolina Isakson Proctor,Start,Colombia,801491068,49.8
Darrel Baldock,C,Australia,801491276,24.1
Thomas Thomas (trade unionist),Start,Singapore,801491811,5.8
Dauda Kamara,Stub,Sierra Leone,801492084,7.7
Leo Motzkin,C,Ukraine,801492148,42.3
Augusto Ramírez Ocampo,Stub,Colombia,801493318,49.8
Pedro de Silva,Stub,Spain,801494310,46.7
David Sumberg,Start,United Kingdom,801494477,66.4
Alfredo Vázquez Carrizosa,Start,Colombia,801495056,49.8
Momčilo Cemović,Stub,Montenegro,801495985,0.6
Denis Voronenkov,GA,Russia,801496408,147.3
Elton Mangoma,Start,Zimbabwe,801497420,14
"Desmond Hirshfield, Baron Hirshfield",Stub,United Kingdom,801497640,66.4
Florence Jaffray Harriman,B,United States,801497817,328
Dimitra Liani,Stub,Greece,801498898,10.6
Fernando Gómez Martínez,Stub,Colombia,801499808,49.8
Dominique Venner,C,France,801499894,65.1
Fernando Londoño y Londoño,Start,Colombia,801500853,49.8
Elvira Abdić-Jelenović,Stub,Bosnia-Herzegovina,801501270,3.5
Marides Fernando,Stub,Philippines,801502727,107
Echedemos,FA,Greece,801503566,10.6
Edmond Leburton,Start,Belgium,801504067,11.4
Edwina Currie,C,United Kingdom,801504606,66.4
Ejup Ganić,C,Bosnia-Herzegovina,801505016,3.5
Electoral history of Jeremy Corbyn,Start,United Kingdom,801505190,66.4
Darío Echandía,Start,Colombia,801505643,49.8
Kamarudin Jaffar,Start,Malaysia,801505651,32.5
Lott Cary,C,Liberia,801506462,4.9
Elyor Ganiyev,Stub,Uzbekistan,801507533,32.9
List of Prime Ministers of Burkina Faso,Start,Burkina Faso,801508914,20.3
List of heads of state of Burkina Faso,Start,Burkina Faso,801509028,20.3
Elzéar Goulet,Start,Canada,801509285,37.2
Simon Vuwa Kaunda,Stub,Malawi,801510800,19.1
Emad Afroogh,Stub,Iran,801511185,81.6
Julian Moti,C,Solomon Islands,801511218,0.7
Carolina Barco,Start,Colombia,801512007,49.8
Isaac S. Catlin,GA,United States,801512271,328
Lakhmids,C,Lebanon,801513518,6.1
Mohammad-Ali Hosseinzadeh,Start,Iran,801518291,81.6
Paulo Paim,Start,Brazil,801519262,209.4
Ogden R. Reid,GA,United States,801519440,328
Controversies surrounding President Mohammad Khatami,C,Iran,801520135,81.6
Jinggoy Estrada,C,Philippines,801522470,107
Keo Puth Rasmey,Stub,Cambodia,801523347,16
Ashoka Abeysinghe,Stub,Sri Lanka,801525237,21.7
Dai Jitao,Start,China,801526728,"1,393.8"
Eme Ufot Ekaette,Start,Nigeria,801527946,195.9
Fadli Zon,C,Indonesia,801528874,265.2
Yao Jen-to,Stub,Taiwan,801530016,23.6
Lindsay Riches,Start,Australia,801533422,24.1
Luiz Felipe Lampreia,Stub,Brazil,801533641,209.4
Bahadur Ahmed Khan Sihar,Stub,Pakistan,801534131,200.6
Ch. Nazar Muhammad Gondal,Start,Pakistan,801534162,200.6
Ghous Bakhsh Raisani,Stub,Pakistan,801534261,200.6
Imran Ahmed Shah,Stub,Pakistan,801534301,200.6
Omar Ayub Khan,Stub,Pakistan,801534493,200.6
Lammaa Magarsaa,Stub,Ethiopia,801534736,107.5
Eygló Harðardóttir,Stub,Iceland,801535761,0.4
Richard Hooper (Australian politician),Stub,Australia,801536252,24.1
Secular and Nationalist Jinnah,Start,Pakistan,801536406,200.6
Sharif Hassan Sheikh Aden,C,Somalia,801536524,15.2
Sheraz Mahmood,Stub,Pakistan,801536592,200.6
Sohail Mansoor,Stub,Pakistan,801536639,200.6
Xiang Lang,Start,China,801536684,"1,393.8"
Syed Sardar Ali Shah,Stub,Pakistan,801536719,200.6
Alfred Rosmer,Stub,France,801537083,65.1
Antoine-Adrien Lamourette,Start,France,801537128,65.1
Meryl Swanson,Stub,Australia,801537158,24.1
Thomas Minder,Start,Switzerland,801537215,8.5
Claire Guion-Firmin,Stub,France,801537242,65.1
Dominique Gros,Stub,France,801537300,65.1
Félix Kir,Start,France,801537396,65.1
Jacqueline Gourault,Stub,France,801537650,65.1
Jean-Baptiste Campenon,Stub,France,801537912,65.1
Jean-Jacques Jégou,Stub,France,801538074,65.1
Jean-Vincent Placé,Start,France,801538224,65.1
Joe Cassar,Start,Malta,801538694,0.5
Paula Forteza,Start,France,801538695,65.1
Hanna Hopko,C,Ukraine,801538760,42.3
Raphaël Gérard,Stub,France,801539278,65.1
Vasile Milea,Start,Romania,801539450,19.5
Emil Druc,Stub,Moldova,801539824,3.5
Qiao Zhou,Start,China,801540361,"1,393.8"
Governor-General of Tuvalu,GA,Tuvalu,801540505,0.01
Xi Zheng,Start,China,801541437,"1,393.8"
Choe Ik-hyeon,C,"Korea, South",801541610,51.8
Emile Doumba,Start,Gabon,801542881,2.1
Edward Cox (Australian politician),Stub,Australia,801543083,24.1
Eve Poole,Start,New Zealand,801543837,4.9
Emiliano Chamorro Vargas,Start,Nicaragua,801544472,6.3
Ravindra Kumar Pandey,Stub,India,801544623,"1,371.3"
Bidyut Baran Mahato,Stub,India,801544691,"1,371.3"
Emilie Béatrice Epaye,C,Central African Republic,801545125,4.7
Claude Turmes,Start,Luxembourg,801545514,0.6
Jyotsana Srivastava,Stub,India,801545717,"1,371.3"
Shatarudra Prakash,Stub,India,801546271,"1,371.3"
Ram Kripal Sinha,Start,India,801547738,"1,371.3"
Richard Seddon,GA,New Zealand,801552164,4.9
Lenore Zann,C,Canada,801552187,37.2
Ibrahim Temo,Stub,Albania,801554031,2.9
My Brother (book),Stub,Pakistan,801558097,200.6
Leonard Hopkins,Start,Australia,801558729,24.1
Hanna Atik,C,Lebanon,801559441,6.1
Philippe Kemel,Stub,France,801559819,65.1
Jackie Selebi,C,South Africa,801560223,57.7
Serpil Kemalbay,Start,Turkey,801560767,81.3
List of heads of state of the Gambia,C,Gambia,801561362,2.2
Archibald Sanderson,Start,Australia,801561514,24.1
Arvid Genetz,Start,Finland,801563460,5.5
Ambedkarism,Stub,India,801563949,"1,371.3"
Ajall Shams al-Din Omar,C,China,801564071,"1,393.8"
Michael Briguglio,Start,Malta,801566979,0.5
Emmanouil Benakis,Stub,Greece,801567747,10.6
Khalid bin Faisal Al Saud,GA,Saudi Arabia,801569477,33.4
Emmanuel Cummings,Stub,Sierra Leone,801569782,7.7
Emmanuel Essien,Start,Nigeria,801570358,195.9
Ivan Yermachenka,Start,Belarus,801570901,9.5
T. M. Selvaganapathy,Stub,India,801571466,"1,371.3"
Emmanuel Issoze-Ngondet,C,Gabon,801571550,2.1
Hassan Abdallah Hassan,Stub,Somalia,801571604,15.2
Emmanuel Kwasi Kotoka,C,Ghana,801571931,29.5
Blen Mesfin,Stub,Ethiopia,801572246,107.5
Emmanuel Nadingar,C,Chad,801573576,15.4
Emmanuel Nchimbi,Stub,Tanzania,801573618,59.1
Emmanuel Ondo Methogo,Start,Gabon,801574201,2.1
Jaak Aab,Start,Estonia,801575827,1.3
Emma Boona,C,Uganda,801577218,44.1
Sinclair Stevens,C,Canada,801577882,37.2
Néstor Kirchner,FA,Argentina,801578039,44.5
Richard Lyons (Warden of the Mint),C,United Kingdom,801578087,66.4
Sunil Kumar Mahato,Start,India,801578378,"1,371.3"
William Ruto,C,Kenya,801578644,51
A J M Nasir Uddin,Stub,Bangladesh,801578671,166.4
Duke Yì of Qi,Start,China,801580139,"1,393.8"
Emmie Chanika,Start,Malawi,801580609,19.1
Abdul Sattar Abu Risha,Start,Iraq,801580935,40.2
Ali Qanso,Start,Lebanon,801582957,6.1
Roger Djikisna,Stub,Chad,801583221,15.4
Firmin Djidingar,Stub,Chad,801583260,15.4
Andrés Rodríguez (politician),C,Paraguay,801584753,6.9
Luo Xian,Start,China,801584784,"1,393.8"
Anil Gayan,Start,Mauritius,801584874,1.3
Mohamed Benhima,Stub,Morocco,801585038,35.2
Annette Lu,C,Taiwan,801585254,23.6
Asma al-Dulaimi,Stub,Iraq,801586708,40.2
Emperor Jing of Northern Zhou,C,China,801587645,"1,393.8"
Eduardo Maruri,C,Ecuador,801588113,17
Emperor Taizong's campaign against the Western Regions,C,China,801588178,"1,393.8"
Beatriz Zavala,Start,Mexico,801588857,130.8
Aimal Faizi,Stub,Afghanistan,801589377,36.5
Airin Rachmi Diany,Start,Indonesia,801589661,265.2
Adib Boroumand,C,Iran,801591367,81.6
Martha Karua,C,Kenya,801592383,51
Mansour Faye,Stub,Senegal,801598389,16.3
Akhonzada Chitan,Stub,Pakistan,801600059,200.6
Gavrielle Holmes,Stub,United States,801600439,328
Empress Genshō,C,Japan,801600566,126.5
Empress Kōken,C,Japan,801600756,126.5
Empress Meishō,C,Japan,801600803,126.5
Empress Zhangsun,C,China,801601220,"1,393.8"
Linda Thelenius,C,Sweden,801601566,10.2
Nancy Nord,C,United States,801601799,328
Eddie Obeid,GA,Australia,801602530,24.1
Blaise Diagne,Start,Senegal,801603192,16.3
Armand-Pierre Angrand,Stub,Senegal,801603315,16.3
Lamine Guèye,C,Senegal,801603350,16.3
Emre Taner,Start,Turkey,801603673,81.3
Cecil Dennis,Start,Liberia,801604762,4.9
Evans Paul,Start,Haiti,801605942,10.8
Jocelerme Privert,Start,Haiti,801606185,10.8
Christopher J. Ward,Start,United States,801606821,328
Abdelmadjid Tebboune,Start,Algeria,801607196,42.7
Julius Vuylsteke,Start,Belgium,801608022,11.4
Krystian Legierski,Start,Poland,801609312,38.4
Pierre Maudet,Start,Switzerland,801610476,8.5
Daniel Ortega,B,Nicaragua,801611274,6.3
Pamela Harriman,C,United States,801613040,328
Seymour Trieger,Stub,Canada,801613552,37.2
Akolisa Ufodike,Start,Nigeria,801613741,195.9
Akram Masih Gill,Stub,Pakistan,801613996,200.6
Driss Benzekri (activist),Start,Morocco,801615845,35.2
Edmund Stoiber,C,Germany,801616879,82.8
Eduardo Montealegre,C,Nicaragua,801616919,6.3
Eduardo Rodríguez,Start,Bolivia,801616942,11.3
Wray Thomas,Stub,United States,801618037,328
James E. Livingston,C,United States,801619618,328
Clara Rojas,C,Colombia,801620816,49.8
Jolo Revilla,Start,Philippines,801620864,107
Osama Saadi,Start,Israel,801623207,8.5
Eugène Corbin,C,France,801624516,65.1
Sebastian Paul,Start,India,801628685,"1,371.3"
Fakhri 'Abd al-Nur,Stub,Egypt,801629851,97
Makram Ebeid,Start,Egypt,801631053,97
Uanhenga Xitu,Stub,Angola,801631929,30.4
Farhan Jubouri,Start,Iraq,801632221,40.2
Soraya Tarzi,C,Afghanistan,801632337,36.5
Eva Habil,Stub,Egypt,801632430,97
Fasal al Gaood,Stub,Iraq,801632591,40.2
Georgette Kellini,Stub,Egypt,801633022,97
Mosa Kalantari,Stub,Iran,801633630,81.6
Narendra Bahadur Bum,Stub,Nepal,801633800,29.7
Laila Takla,Start,Egypt,801634105,97
Moheb Stino,Stub,Egypt,801634338,97
Rehavam Ze'evi,C,Israel,801634552,8.5
Hukam Ram,Stub,India,801634569,"1,371.3"
Mounir Fakhry Abdel Nour,Start,Egypt,801635822,97
Javier Maroto,Start,Spain,801636154,46.7
Daniel Kwelagobe,Stub,Botswana,801637058,2.2
Saleh Ali al-Sammad,Stub,Yemen,801638448,28.9
Ahmed Tlili,C,Tunisia,801641967,11.6
Fouad Makhzoumi,Start,Lebanon,801642532,6.1
Franca Arena,C,Australia,801643086,24.1
Francisco Chaviano,Stub,Cuba,801643725,11.1
Francisco Tudela,Start,Peru,801643803,32.2
Edwin Walker,C,United States,801643968,328
List of Soviet foreign ministers,Stub,Russia,801644374,147.3
Frank País,C,Cuba,801644461,11.1
Freddy Lim,C,Taiwan,801645657,23.6
Deputy Chief Minister of Goa,Stub,India,801646503,"1,371.3"
Enele Sopoaga,C,Tuvalu,801647662,0.01
Minister of Foreign Affairs (Russia),Start,Russia,801647858,147.3
G. Gunaseelan,Stub,Sri Lanka,801648536,21.7
Saifuddin Abdullah,Start,Malaysia,801651279,32.5
Shukhrat Sultonov,C,Tajikistan,801652104,9.1
Marcelle Lentz-Cornette,Start,Luxembourg,801654987,0.6
Jaime Roldós Aguilera,C,Ecuador,801656587,17
Antonio Nariño,C,Colombia,801660033,49.8
Guillermo León Valencia,Start,Colombia,801663703,49.8
Álvaro García Linera,C,Bolivia,801664041,11.3
Diana Abgar,C,Armenia,801668844,3
H. B. Tenne,Stub,Sri Lanka,801669556,21.7
Gerd Bollmann,Stub,Germany,801676067,82.8
Israr Ullah Zehri,Start,Pakistan,801676514,200.6
Fei Yi,C,China,801677990,"1,393.8"
Emmanuel Obetsebi-Lamptey,Start,Ghana,801678387,29.5
Carine Russo,Start,Belgium,801678719,11.4
Juan Miguel Zubiri,C,Philippines,801685381,107
Engjëll Cara,Stub,Albania,801685456,2.9
Ignatius Baffour-Awuah,Start,Ghana,801686474,29.5
El-Farouk Khaki,C,Canada,801687001,37.2
Martin Lomasney,GA,Ireland,801687113,4.9
Artashes Abeghyan,Stub,Armenia,801690075,3
Erik Bo Andersen,GA,Denmark,801691166,5.8
Tristan de L'Angle Beaumanoir,Stub,France,801691272,65.1
Typhanie Degois,Start,France,801691314,65.1
M. A. Aziz,Start,Bangladesh,801691778,166.4
Reino Ragnar Lehto,Stub,Finland,801691882,5.5
Jacques Marilossian,Stub,France,801692460,65.1
Yvonne de Gaulle,Stub,France,801693157,65.1
Herman Van Rompuy,B,Belgium,801693561,11.4
Norma Sánchez Romero,Stub,Mexico,801693619,130.8
Miriam González Durántez,C,United Kingdom,801694161,66.4
Abhijit Pandya,C,United Kingdom,801696196,66.4
Kirstie Marshall,C,Australia,801696848,24.1
Francis Zammit Dimech,Stub,Malta,801700047,0.5
Dita Indah Sari,Stub,Indonesia,801700637,265.2
Mazhar Ali Azhar,Stub,India,801702189,"1,371.3"
M Hossain Ali,Start,Bangladesh,801704233,166.4
Wong Chen,Start,Malaysia,801704415,32.5
Cristina Gonzales,Start,Philippines,801705450,107
Jose Mari Gonzales,Start,Philippines,801705678,107
Ron Clarke,GA,Australia,801706177,24.1
Pak Yong-sik,Start,"Korea, South",801707343,51.8
Lê Văn Hoạch,Stub,Vietnam,801708337,94.7
Humberto Delgado,C,Portugal,801709372,10.3
Monique Dorsainvil,Start,United States,801710196,328
Enoch Derant Lakoué,Start,Central African Republic,801711889,4.7
Enoch Teye Mensah,Start,Ghana,801712252,29.5
Ghinwa Bhutto,Start,Pakistan,801712559,200.6
Norm Coleman,B,United States,801712575,328
Elchin Guliyev,Start,Azerbaijan,801715282,9.9
Michel Rocard,C,France,801715410,65.1
George Vella,C,Malta,801715645,0.5
Kata Inocencio,Start,Philippines,801716549,107
Diego Manuel Chamorro,Start,Nicaragua,801718386,6.3
Red Kelly,C,Canada,801719057,37.2
Enrique Baldivieso,Stub,Bolivia,801719741,11.3
Phạm Văn Trà,Stub,Vietnam,801720592,94.7
Benasing Macarambon,Stub,Philippines,801721043,107
Enrique Falconí Mejía,Stub,Peru,801721967,32.2
Sulemana Alhassan,Stub,Ghana,801722677,29.5
Enrique Javier Cornejo Ramirez,Stub,Peru,801723732,32.2
John McCallister,C,Ireland,801723767,4.9
Tony Yengeni,C,South Africa,801723780,57.7
Mohammad Farid,Start,Egypt,801724087,97
Enrique Mendoza,Stub,Venezuela,801725023,31.8
Gu Yong,Start,China,801725439,"1,393.8"
Enrique Ona,Start,Philippines,801726003,107
María Fernanda Espinosa,Start,Ecuador,801726556,17
Enrique Pérez Colman,Stub,Argentina,801726929,44.5
John Hanson (Liberia),Stub,Liberia,801727284,4.9
Amrin Amin,Start,Singapore,801729644,5.8
Carlos César,C,Portugal,801730127,10.3
Domingos Abrantes,Stub,Portugal,801730204,10.3
Edwin Tong,Start,Singapore,801730243,5.8
Ahmad Mazlum,Start,Egypt,801731274,97
Death and state funeral of Akbar Hashemi Rafsanjani,C,Iran,801731727,81.6
Jaime Hurtado,Start,Ecuador,801732768,17
Gavriil Kharitonovich Popov,Start,Russia,801733189,147.3
José Piñera,C,Chile,801733801,18.6
John Francis Wheaton,B,United States,801734660,328
Ngô Xuân Lịch,C,Vietnam,801735299,94.7
Eduardo Ferro Rodrigues,Start,Portugal,801735394,10.3
Omezzine Khelifa,Start,Tunisia,801736808,11.6
Nancy Kulp,GA,United States,801737432,328
Xue Zong,Start,China,801738100,"1,393.8"
Mohammad Beheshti,C,Iran,801738306,81.6
Sheikh Said,Start,Turkey,801738918,81.3
Salman bin Hamad Al Khalifa I,Start,Bahrain,801740325,1.5
Ahmed Elmi Osman,Start,Somalia,801740767,15.2
Angie Chen Button,C,Taiwan,801741147,23.6
William Deng Nhial,C,South Sudan,801742805,13
Vénérand Bakevyumusaya,Stub,Burundi,801744949,11.8
Alena Kupchyna,Start,Belarus,801753760,9.5
Minister in Assistance to the President of Marshall Islands,Stub,Marshall Islands,801754175,0.06
Cheng Kai-nam,Stub,China,801757276,"1,393.8"
Małgorzata Gryniewicz,C,Poland,801758196,38.4
Fazal Ahmed,Start,Myanmar,801761230,53.9
Chit Lwin Ebrahim,Start,Myanmar,801761297,53.9
Abul Khair (legislator),Start,Myanmar,801761523,53.9
Cabildo (council),C,Spain,801767279,46.7
Roy Cohn,GA,United States,801769794,328
James Daly (Irish Land League),C,Ireland,801770245,4.9
Viktor Khrapunov,C,Kazakhstan,801771358,18.4
Adriana Delpiano,Start,Chile,801771978,18.6
Bruno Apitz,Start,Germany,801779717,82.8
Mahmoud Farshidi,Stub,Iran,801781059,81.6
E. Reginald Townsend,C,Liberia,801781168,4.9
Mariusz Kazana,Stub,Poland,801783456,38.4
Enzo Bordabehere,Start,Argentina,801787528,44.5
Friedrich Wolf (writer),Start,Germany,801788081,82.8
Alessandra Mussolini,GA,Italy,801792607,60.6
Emanuele Fiano,Start,Italy,801793537,60.6
List of Chairmen of Gorno-Badakhshan Autonomous Province,Stub,Tajikistan,801795696,9.1
List of presidents of Russia,C,Russia,801798096,147.3
Hiram Gill,C,United States,801798257,328
Íngrid Betancourt,C,Colombia,801798484,49.8
Ion Hadârcă,Start,Moldova,801798549,3.5
Yitzhak Rabin,FA,Israel,801799738,8.5
Francesco Ferdinando d'Ávalos,Stub,Italy,801800090,60.6
Charles de Freycinet,C,France,801800463,65.1
Harry Schwarz,GA,South Africa,801801304,57.7
Mel Hurtig,C,Canada,801801385,37.2
Ephraim Chiume,Stub,Malawi,801801804,19.1
Henri Carette,Stub,France,801802836,65.1
Ephraïm Inoni,Start,Cameroon,801804097,25.6
Thongloun Sisoulith,Start,Laos,801804110,7
"All-Ukrainian Union ""Fatherland""",GA,Ukraine,801805183,42.3
Carlo Giovanardi,C,Italy,801806426,60.6
Steve Novick,C,United States,801808557,328
Tsega Melaku,C,Israel,801809946,8.5
Marcelino Teodoro,Start,Philippines,801812983,107
H. R. Wimalasiri,Stub,Sri Lanka,801813601,21.7
Oleg Mitvol,Start,Russia,801815274,147.3
George Yeh,Stub,Taiwan,801815288,23.6
José Plácido Caamaño,Start,Ecuador,801815543,17
Leónidas Plaza,Stub,Ecuador,801819823,17
Veljko Milatović,Start,Montenegro,801820296,0.6
Ragip Jashari,Stub,Kosovo,801820625,1.8
Lizardo García,Stub,Ecuador,801821060,17
Mahir Yağcılar,Start,Kosovo,801821072,1.8
Yusif Vazir Chamanzaminli,B,Azerbaijan,801821399,9.9
Fernando Nogueira,B,Portugal,801822146,10.3
Samuel Suba,Stub,South Sudan,801823403,13
Julius Beinortas,Stub,Lithuania,801823737,2.8
Liri Belishova,Start,Albania,801825901,2.9
Yu Hung-chun,Stub,China,801826824,"1,393.8"
Izzy Asper,C,Canada,801827214,37.2
C. N. Annadurai,GA,India,801829674,"1,371.3"
Ranasinghe Premadasa,C,Sri Lanka,801830258,21.7
"MPs elected in the Ghanaian parliamentary election, 2004",B,Ghana,801831542,29.5
Shin Seong-il,C,"Korea, South",801832752,51.8
Marien Ngouabi,C,Congo,801833745,5.4
Augustine Nshimye,Start,Uganda,801836959,44.1
I. T. A. Wallace-Johnson,FA,Sierra Leone,801838865,7.7
Janet H. Brown,Stub,United States,801838976,328
Adam Olsen,Stub,Canada,801839290,37.2
Ahmad Raza Khan Kasuri,Start,Pakistan,801840064,200.6
Nguyễn Văn Lực,Stub,Vietnam,801840625,94.7
Denis Sassou Nguesso,C,Congo,801840683,5.4
Er Teck Hwa,Start,Malaysia,801841027,32.5
List of Djiboutian politicians,Stub,Djibouti,801843688,1
Tara Singh Varma,Start,Netherlands,801844250,17.2
Erastus J. O. Mwencha,Stub,Kenya,801844978,51
Erastus Uutoni,Stub,Namibia,801845003,2.5
Gary Loftus,Stub,United States,801845997,328
Andrew Percy,C,United Kingdom,801846204,66.4
Savo Klimovski,Stub,Macedonia,801846630,2.1
Ali Sadikin,B,Indonesia,801847627,265.2
Mamadou Blaise Sangaré,Start,Mali,801848838,19.4
Valdis Zatlers,C,Latvia,801850977,1.9
Vinayak Mete,Stub,India,801851425,"1,371.3"
Amar Shankar Sable,Stub,India,801851533,"1,371.3"
John Tabinaman,Start,Papua New Guinea,801851859,8.5
Nagam Janardhan Reddy,Stub,India,801854352,"1,371.3"
"Arthur Cockfield, Baron Cockfield",C,United Kingdom,801855262,66.4
Mary Boyoi,Start,South Sudan,801855568,13
Ajay Sancheti,Start,India,801856672,"1,371.3"
George Morris Sutton,Start,South Africa,801857124,57.7
Laya Joneydi,Stub,Iran,801857251,81.6
Obren Joksimović,Stub,Serbia,801857418,7
John McInnes (politician),Start,Australia,801857853,24.1
Hsieh Shou-shing,Stub,Taiwan,801859379,23.6
Nur Jazlan Mohamed,C,Malaysia,801859850,32.5
Augustin Frédéric Kodock,C,Cameroon,801861749,25.6
Bajram Kosumi,Start,Kosovo,801863233,1.8
Patricia Richardson (politician),Start,United Kingdom,801863910,66.4
Giannis Ioannidis,Start,Greece,801865060,10.6
Fazl-i-Hussain,Start,India,801867696,"1,371.3"
Sultan Muliloda Datumulok,C,Philippines,801868026,107
Tan Chee Khoon,C,Malaysia,801869254,32.5
Tan Kee Kwong,C,Malaysia,801869376,32.5
Anders Wijkman,Start,Sweden,801869809,10.2
Vasilis Kikilias,Start,Greece,801873384,10.6
Ibrahim Ssemujju Nganda,Start,Uganda,801874546,44.1
Eric Kpadé,Start,Togo,801875449,8
Eric Lawson (politician),Start,Solomon Islands,801876336,0.7
Dum Dekor,Stub,Nigeria,801877438,195.9
Laura Boldrini,C,Italy,801879354,60.6
Tom Dennison (political boss),B,United States,801880072,328
Tharman Shanmugaratnam,C,Singapore,801880481,5.8
Jagat Singh Mehta,Stub,India,801881432,"1,371.3"
Eduardo Braga,Stub,Brazil,801881751,209.4
Narana Coissoró,Start,Portugal,801882517,10.3
Chen Tai,C,China,801882988,"1,393.8"
Jehan Sadat,Start,Egypt,801883534,97
Sheffield Nelson,Start,United States,801885694,328
Women and government in Australia,C,Australia,801885751,24.1
Eric Prasanna Weerawardena,Stub,Sri Lanka,801887131,21.7
Soulivong Daravong,Stub,Laos,801887931,7
Eric Robinson (Canadian politician),Start,Canada,801889106,37.2
Attje Kuiken,Start,Netherlands,801891224,17.2
Ruairí Ó Brádaigh,C,Ireland,801892956,4.9
Shwe Maung (politician),Start,Myanmar,801893197,53.9
Vice-President of the Gambia,Start,Gambia,801894449,2.2
Isatou Njie-Saidy,Start,Gambia,801894511,2.2
Charles Allen (Liberal politician),C,United Kingdom,801897113,66.4
Ali al-Qaradaghi,Start,Iraq,801897616,40.2
Alexandra Prinzessin von Hannover,Start,Germany,801897650,82.8
Ali Espahbodi,Stub,Iran,801898145,81.6
Armando Hart,Start,Cuba,801898770,11.1
Fernando Heydrich,Start,Cuba,801899276,11.1
List of female heads of government in Australia,C,Australia,801901793,24.1
Erica Terpstra,C,Netherlands,801902318,17.2
Erica Yuen,Start,China,801902442,"1,393.8"
Wei Zhao (Three Kingdoms),Start,China,801902916,"1,393.8"
Hua He,Stub,China,801904574,"1,393.8"
Joseph Osei Owusu,Stub,Ghana,801905198,29.5
José Milla y Vidaurre,GA,Guatemala,801905553,17.2
Fodéba Keïta,Start,Guinea,801905609,11.9
Demesvar Delorme,Start,Haiti,801905883,10.8
Fernand Hibbert,Stub,Haiti,801905912,10.8
Jacques Roumain,C,Haiti,801905957,10.8
Elena Arnedo,Stub,Spain,801905985,46.7
Kamal Habibollahi,Start,Iran,801906489,81.6
Than Nyun,Start,Myanmar,801907881,53.9
Khön clan of Sakya,Start,China,801913017,"1,393.8"
Arinosy Jacques Razafimbelo,Stub,Madagascar,801914821,26.3
J. E. Casely Hayford,C,Ghana,801918931,29.5
Louis Barthou,C,France,801919630,65.1
Asaduzzaman Noor,C,Bangladesh,801920497,166.4
Otunba Akin Alabi,Start,Nigeria,801923458,195.9
Bede Ziedeng,Stub,Ghana,801925162,29.5
Havva Mammadova,Start,Azerbaijan,801925707,9.9
Belisario Betancur,C,Colombia,801926203,49.8
Ali Yousefpour,Stub,Iran,801926580,81.6
Ali-Asghar Zarei,Stub,Iran,801927191,81.6
Ali Mohammad,Stub,Afghanistan,801927558,36.5
Reza Rasouli,Stub,Iran,801928980,81.6
Alireza Afshar,Stub,Iran,801929150,81.6
Ntare V of Burundi,C,Burundi,801929310,11.8
Natsagiin Bagabandi,Stub,Mongolia,801929323,3.2
Louise N'Jie,C,Gambia,801929724,2.2
Anthony W. Gardiner,Start,Liberia,801929973,4.9
Tsendiin Nyamdorj,Start,Mongolia,801930481,3.2
Damdiny Demberel,Start,Mongolia,801930943,3.2
Christopher Morgan (politician),Start,United States,801932716,328
István Horváth,Stub,Hungary,801933137,9.8
Iris Varela,Start,Venezuela,801933624,31.8
Punsalmaagiin Ochirbat,C,Mongolia,801934217,3.2
Paul Masseron,Start,Monaco,801934528,0.04
Arsenije Sečujac,Start,Serbia,801934572,7
Freddy Bernal,Start,Venezuela,801934804,31.8
